"","politician_name","vcard","url"
"159","Jim McDermott","Jim McDermottMember of the U.S. House of Representativesfrom Washington's 7th districtIn officeJanuary 3, 1989 – January 3, 2017Preceded byMike LowrySucceeded byPramila JayapalChairman of the House Ethics CommitteeIn office1993–1995Preceded byLouis StokesSucceeded byNancy JohnsonMember of the Washington Senatefrom the 43rd legislative districtIn officeJanuary 13, 1975 – July 24, 1987Preceded byJonathan WhetzelSucceeded byJanice NiemiMember of the Washington House of Representativesfrom the Position 2, 43rd legislative districtIn officeJanuary 11, 1971 – January 8, 1973Preceded byJonathan WhetzelSucceeded byJeff Douthwaite
Personal detailsBornJames Adelbert McDermott (1936-12-28) December 28, 1936 (age 83)Chicago, Illinois, U.S.Political partyDemocraticSpouse(s)Virginia Beattie McDermott (–1989)Therese Hansen (1997–2012)Children2ResidenceSeattle, Washington, U.S.Alma materWheaton College (B.S.)University of Illinois College of Medicine (M.D.)ProfessionPsychiatristAssistant Clinical ProfessorMilitary serviceAllegiance United States of AmericaBranch/service United States NavyYears of service1968–1970Rank Lieutenant commanderUnitMedical CorpsBattles/warsVietnam War","https://en.wikipedia.org/wiki/Jim_McDermott"
"160","Jack Metcalf","Jack MetcalfMember of the U.S. House of Representativesfrom Washington's 2nd districtIn officeJanuary 3, 1995 – January 3, 2001Preceded byAl SwiftSucceeded byRick LarsenMember of the Washington Senate from the 10th districtIn office1980–1992Succeeded byMary Margaret HaugenMember of the Washington Senate from the 21st districtIn office1967–1975Member of the Washington House of RepresentativesIn office1961–1965
Personal detailsBornNovember 30, 1927Marysville, WashingtonDiedMarch 15, 2007(2007-03-15) (aged 79)Langley, WashingtonResting placeBayview CemeteryLangley, WashingtonPolitical partyRepublicanSpouse(s)Norma MetcalfChildren4 daughtersEducationPacific Lutheran University (BA, 1951)University of Washington(M.Ed., 1966)Military serviceAllegiance United StatesBranch/service United States ArmyYears of service1946–1947Battles/warsCold War","https://en.wikipedia.org/wiki/Jack_Metcalf"
"161","Doc Hastings","Doc HastingsMember of the U.S. House of Representativesfrom Washington's 4th districtIn officeJanuary 3, 1995 – January 3, 2015Preceded byJay InsleeSucceeded byDan NewhouseChair of the House Natural Resources CommitteeIn officeJanuary 3, 2011 – January 3, 2015Preceded byNick RahallSucceeded byRob BishopChair of the House Ethics CommitteeIn officeJanuary 3, 2005 – January 3, 2007Preceded byJoel HefleySucceeded byStephanie Tubbs JonesMember of the Washington House of Representativesfrom the 16th districtIn officeJanuary 8, 1979 – January 3, 1987Preceded byCharles KilburySucceeded byBill Grant
Personal detailsBornRichard Norman Hastings (1941-02-07) February 7, 1941 (age 78)Spokane, Washington, U.S.Political partyRepublicanSpouse(s)Claire HastingsChildren3Alma materColumbia Basin CollegeCentral Washington UniversityMilitary serviceAllegiance United StatesBranch/serviceUnited States Army ReserveYears of service1963–1969Rank Specialist 4","https://en.wikipedia.org/wiki/Doc_Hastings"
"162","George Nethercutt","George NethercuttMember of the U.S. House of Representativesfrom Washington's 5th districtIn officeJanuary 3, 1995 – January 3, 2005Preceded byTom FoleySucceeded byCathy McMorris Rodgers
Personal detailsBornGeorge Rector Nethercutt Jr.[1] (1944-10-07) October 7, 1944 (age 75)Spokane, Washington, U.S.Political partyRepublicanSpouse(s)Mary Beth SochaEducationWashington State University (B.A.)Gonzaga University (J.D.)","https://en.wikipedia.org/wiki/George_Nethercutt"
"163","Adam Smith","Adam SmithFRSABorn16 June [O.S. 5 June] 1723Kirkcaldy, Fife, ScotlandDied17 July 1790(1790-07-17) (aged 67)Edinburgh, ScotlandNationalityScottishAlma materUniversity of GlasgowBalliol College, OxfordNotable workThe Wealth of NationsThe Theory of Moral SentimentsRegionWestern philosophySchoolClassical liberalismMain interestsPolitical philosophy, ethics, economicsNotable ideasClassical economics, modern free market, division of labour, the ""invisible hand""
Influences
Aristotle ·  Cantillon[1] ·  Hume ·  Hutcheson ·  Mandeville ·  Quesnay ·  Locke · Burke
Influenced
Bastiat ·  Friedman ·  Hayek ·  Mises ·  Rothbard ·  Rand ·  Krugman ·  Sowell ·  Hegel ·  Hodgskin ·  Keynes ·  Malthus ·  Marx  ·  Mill ·  Proudhon[2] ·  Ricardo ·  Saint-Simon ·  Say ·  Sismondi ·  Chomsky ·  George ·  Comte ·  Nash ·  Sieyès[3]
Signature","https://en.wikipedia.org/wiki/Adam_Smith"
"164","Jay Inslee","Jay Inslee23rd Governor of WashingtonIncumbentAssumed office January 16, 2013LieutenantBrad OwenCyrus HabibPreceded byChristine GregoireMember of the U.S. House of Representativesfrom Washington's 1st districtIn officeJanuary 3, 1999 – March 20, 2012Preceded byRick WhiteSucceeded bySuzan DelBeneMember of the U.S. House of Representativesfrom Washington's 4th districtIn officeJanuary 3, 1993 – January 3, 1995Preceded bySid MorrisonSucceeded byDoc HastingsMember of the Washington House of Representativesfrom the 14th legislative districtIn officeJanuary 9, 1989 – January 11, 1993Preceded byJim LewisSucceeded byDave Lemmon
Personal detailsBornJay Robert Inslee (1951-02-09) February 9, 1951 (age 68)Seattle, Washington, U.S.Political partyDemocraticSpouse(s)Trudi Inslee (m. 1972)Children3ResidenceGovernor's MansionEducationStanford UniversityUniversity of Washington (B.A.)Willamette University (J.D.)","https://en.wikipedia.org/wiki/Jay_Inslee"
"165","Brian Baird","Brian BairdMember of the U.S. House of Representativesfrom Washington's 3rd districtIn officeJanuary 3, 1999 – January 3, 2011Preceded byLinda SmithSucceeded byJaime Herrera Beutler
Personal detailsBornBrian Norton Baird (1956-03-07) March 7, 1956 (age 63)Chama, New Mexico, U.S.Political partyDemocraticSpouse(s)Rachel NugentResidenceEdmonds, Washington, U.S.Alma materUniversity of Utah, University of WyomingOccupationPsychologist, College Professor","https://en.wikipedia.org/wiki/Brian_Baird"
"166","Rick Larsen","Rick LarsenMember of the U.S. House of Representativesfrom Washington's 2nd districtIncumbentAssumed office January 3, 2001Preceded byJack Metcalf
Personal detailsBornRichard Ray Larsen (1965-06-15) June 15, 1965 (age 54)Arlington, Washington, U.S.Political partyDemocraticSpouse(s)Tiia Karlen (m. 1994)Children2EducationPacific Lutheran University (BA)University of Minnesota (MPA)","https://en.wikipedia.org/wiki/Rick_Larsen"
"167","Cathy McMorris Rodgers","Cathy McMorris RodgersChair of the House Republican ConferenceIn officeJanuary 3, 2013 – January 3, 2019DeputyLynn JenkinsDoug CollinsLeaderJohn BoehnerPaul RyanPreceded byJeb HensarlingSucceeded byLiz CheneyVice Chair of the House Republican ConferenceIn officeJanuary 3, 2009 – January 3, 2013LeaderJohn BoehnerPreceded byKay GrangerSucceeded byLynn JenkinsMember of the U.S. House of Representativesfrom Washington's 5th districtIncumbentAssumed office January 3, 2005Preceded byGeorge NethercuttMember of the Washington House of Representativesfrom the 7th districtIn officeJanuary 7, 1994 – January 3, 2005Preceded byBob MortonSucceeded byJoel Kretz
Personal detailsBornCathy Anne McMorris (1969-05-22) May 22, 1969 (age 50)Salem, Oregon, U.S.Political partyRepublicanSpouse(s)Brian Rodgers (m. 2006)Children3EducationPensacola Christian College (BA)University of Washington (MBA)WebsiteHouse website","https://en.wikipedia.org/wiki/Cathy_McMorris"
"168","Dave Reichert","Dave ReichertMember of the U.S. House of Representativesfrom Washington's 8th districtIn officeJanuary 3, 2005 – January 3, 2019Preceded byJennifer DunnSucceeded byKim SchrierSheriff of King CountyIn officeJanuary 1997 – January 2005Preceded byJames MontgomerySucceeded bySue Rahr
Personal detailsBornDavid George Reichert (1950-08-29) August 29, 1950 (age 69)Detroit Lakes, Minnesota, U.S.Political partyRepublicanSpouse(s)Julie ReichertChildren3EducationConcordia University, OregonMilitary serviceAllegiance United StatesBranch/service United States Air ForceYears of service1971–1976Unit U.S. Air Force Reserve","https://en.wikipedia.org/wiki/Dave_Reichert"
"169","Jaime Herrera Beutler","Jaime Herrera BeutlerMember of the U.S. House of Representativesfrom Washington's 3rd districtIncumbentAssumed office January 3, 2011Preceded byBrian BairdMember of the Washington House of Representativesfrom the 18th districtIn officeNovember 29, 2007 – January 3, 2011Preceded byRichard CurtisSucceeded byAnn Rivers
Personal detailsBornJaime Lynn Herrera (1978-11-03) November 3, 1978 (age 41)Glendale, California, U.S.Political partyRepublicanSpouse(s)Daniel Beutler (m. 2008)Children3EducationBellevue CollegeUniversity of Washington (BA)WebsiteHouse website","https://en.wikipedia.org/wiki/Jaime_Herrera_Beutler"
"170","Derek Kilmer","Derek KilmerChair of the New Democrat CoalitionIncumbentAssumed office January 3, 2019Preceded byJim HimesMember of the U.S. House of Representativesfrom Washington's 6th districtIncumbentAssumed office January 3, 2013Preceded byNorm DicksMember of the Washington Senatefrom the 26th districtIn officeJanuary 3, 2007 – January 3, 2013Preceded byRobert OkeSucceeded byNathan SchlicherMember of the Washington House of Representativesfrom the 26th districtIn officeJanuary 3, 2005 – January 3, 2007Preceded byLois McMahanSucceeded byLarry Seaquist
Personal detailsBornDerek Christian Kilmer (1974-01-01) January 1, 1974 (age 46)Port Angeles, Washington, U.S.Political partyDemocraticSpouse(s)Jennifer KilmerEducationPrinceton University (BA)Green Templeton College, Oxford (MA, PhD)WebsiteHouse website","https://en.wikipedia.org/wiki/Derek_Kilmer"
"171","Denny Heck","Denny HeckMember of the U.S. House of Representativesfrom Washington's 10th districtIncumbentAssumed office January 3, 2013Preceded byConstituency establishedMember of the Washington House of Representativesfrom the 17th districtIn officeJanuary 10, 1977 – January 11, 1985Preceded byEugene LaughlinSucceeded byKim Peery
Personal detailsBorn (1952-07-29) July 29, 1952 (age 67)Vancouver, Washington, U.S.Political partyDemocraticSpouse(s)Paula Fruci (m. 1976)Children2EducationEvergreen State College (BA)Portland State UniversityWebsiteHouse website","https://en.wikipedia.org/wiki/Denny_Heck"
"172","Dan Newhouse","Dan NewhouseMember of the U.S. House of Representativesfrom Washington's 4th districtIncumbentAssumed office January 3, 2015Preceded byDoc HastingsDirector of the Washington State Department of AgricultureIn officeFebruary 13, 2009 – March 11, 2013Member of the Washington House of Representativesfrom the 15th districtIn officeJanuary 13, 2003 – February 17, 2009Preceded byBarbara LiskSucceeded byDavid Taylor
Personal detailsBornDaniel Milton Newhouse (1955-07-10) July 10, 1955 (age 64)Sunnyside, Washington, U.S.Political partyRepublicanSpouse(s)Carol Newhouse(m. 1982; died 2017)Joan Galvin (m. 2018)Children2EducationWashington State University (BS)","https://en.wikipedia.org/wiki/Dan_Newhouse"
"173","Pramila Jayapal","Pramila JayapalMember of the U.S. House of Representativesfrom Washington's 7th districtIncumbentAssumed office January 3, 2017Preceded byJim McDermottMember of the Washington Senatefrom the 37th districtIn officeJanuary 12, 2015 – December 12, 2016Preceded byAdam KlineSucceeded byRebecca Saldaña
Personal detailsBorn (1965-09-21) September 21, 1965 (age 54)Chennai, Tamil Nadu, IndiaPolitical partyDemocraticSpouse(s)Steve WilliamsonChildren1EducationGeorgetown University (BA)Northwestern University (MBA)WebsiteHouse website","https://en.wikipedia.org/wiki/Pramila_Jayapal"
"174","Kim Schrier","Kim SchrierMember of the U.S. House of Representativesfrom Washington's 8th districtIncumbentAssumed office January 3, 2019Preceded byDave Reichert
Personal detailsBorn (1968-08-23) August 23, 1968 (age 51)Los Angeles, California, U.S.Political partyDemocraticSpouse(s)David GowingChildren1EducationUniversity of California, Berkeley (BS)University of California, Davis (MD)WebsiteHouse website","https://en.wikipedia.org/wiki/Kim_Schrier"
"175","S. Otis Bland","Schuyler Otis BlandMember of the U.S. House of Representativesfrom Virginia's 1st districtIn officeJuly 2, 1918 – February 16, 1950At-large: March 4, 1933 – January 3, 1935Preceded byWilliam A. JonesSucceeded byEdward J. Robeson, Jr.Chairman of House Committee on Merchant Marine and FisheriesIn officeJanuary 3, 1949 – January 3, 1951Preceded byAlvin F. WeichelSucceeded byEdward J. HartIn officeMarch 4, 1933 – January 3, 1947Preceded byEwin L. DavisSucceeded byAlvin F. Weichel
Personal detailsBorn(1872-05-04)May 4, 1872Gloucester County, VirginiaDiedFebruary 16, 1950(1950-02-16) (aged 77)Bethesda, MarylandResting placeNewport News, VirginiaPolitical partyDemocraticAlma materCollege of William and MaryProfessionlawyer","https://en.wikipedia.org/wiki/S._Otis_Bland"
"176","Joseph T. Deal","Joseph Thomas DealMember of the U.S. House of Representativesfrom Virginia's 2nd districtIn officeMarch 4, 1921 – March 3, 1929Preceded byEdward E. HollandSucceeded byMenalcus LankfordMember of the Virginia Senatefrom the 31st districtIn officeJanuary 14, 1920 – March 4, 1921Preceded byEarl C. MathewsSucceeded byE. Griffith DodsonMember of the Virginia House of Delegates from Norfolk CityIn officeJanuary 12, 1910 – January 10, 1912Preceded byWilliam W. Old, Jr.Succeeded byDaniel Coleman
Personal detailsBorn(1860-11-19)November 19, 1860Surry, VirginiaDiedMarch 7, 1942(1942-03-07) (aged 81)Norfolk, VirginiaPolitical partyDemocraticAlma materVirginia Military InstituteProfessioncivil engineer, businessman","https://en.wikipedia.org/wiki/Joseph_T._Deal"
"177","Andrew Jackson Montague","Andrew Jackson MontagueMember of the U.S. House of Representativesfrom Virginia's 3rd districtIn officeMarch 4, 1913 – January 24, 1937At-large: March 4, 1933 – January 3, 1935Preceded byJohn LambSucceeded byDave E. Satterfield, Jr.44th Governor of VirginiaIn officeJanuary 1, 1902 – February 1, 1906LieutenantJoseph E. WillardPreceded byJames Hoge TylerSucceeded byClaude A. Swanson19th Attorney General of VirginiaIn officeJanuary 1, 1898 – January 1, 1902GovernorJames Hoge TylerPreceded byRichard C. ScottSucceeded byWilliam A. AndersonUnited States Attorney for theWestern District of VirginiaIn office1893–1898Appointed byGrover ClevelandPreceded byWilliam E. CraigSucceeded byThomas L. Alderson
Personal detailsBornOctober 3, 1862Campbell County, VirginiaDiedJanuary 24, 1937 (aged 74)Urbanna, VirginiaPolitical partyDemocraticAlma materRichmond CollegeUniversity of VirginiaProfessionPolitician, Lawyer","https://en.wikipedia.org/wiki/Andrew_Jackson_Montague"
"178","Patrick H. Drewry","Patrick H. DrewryMember of the U.S. House of Representativesfrom Virginia's 4th districtIn officeApril 27, 1920 – December 21, 1947At-large: March 4, 1933 – January 3, 1935Preceded byWalter A. WatsonSucceeded byWatkins M. AbbittMember of the Virginia Senatefrom the 29th districtIn officeJanuary 10, 1912 – April 27, 1920Preceded byCharles T. LassiterSucceeded byMorton G. Goode
Personal detailsBornPatrick Henry Drewry(1875-05-24)May 24, 1875Petersburg, Virginia, U.S.DiedDecember 21, 1947(1947-12-21) (aged 72)Petersburg, Virginia, U.S.Political partyDemocraticSpouse(s)Mary E. Metcalf (m. 1906)Alma materRandolph-Macon CollegeUniversity of Virginia","https://en.wikipedia.org/wiki/Patrick_H._Drewry"
